,0
"(11, 1, 276183)",2.34484
"(11, 1, 276184)",1.52808
"(11, 1, 275911)",1.62642
"(11, 1, 275912)",1.60144
"(11, 1, 276240)",1.82949
"(11, 1, 276241)",1.19383
"(11, 1, 276264)",1.23541
"(11, 1, 276265)",1.20105
"(11, 1, 276268)",1.37871
"(11, 1, 276269)",1.18425
"(11, 1, 276737)",1.70537
"(11, 1, 276738)",2.23265
"(11, 2, 276183)",2.20501
"(11, 2, 276184)",1.48612
"(11, 2, 275911)",1.66798
"(11, 2, 275912)",1.33561
"(11, 2, 276240)",1.7160099999999998
"(11, 2, 276241)",1.22448
"(11, 2, 276264)",1.2285700000000002
"(11, 2, 276265)",1.27805
"(11, 2, 276268)",1.44789
"(11, 2, 276269)",1.20831
"(11, 2, 276737)",1.87705
"(11, 2, 276738)",2.09621
"(12, 0, 276183)",1.46446
"(12, 0, 276184)",1.20035
"(12, 0, 275911)",1.5759
"(12, 0, 275912)",1.16058
"(12, 0, 276240)",1.24496
"(12, 0, 276241)",1.23856
"(12, 0, 276264)",1.2358
"(12, 0, 276265)",1.30918
"(12, 0, 276268)",1.22949
"(12, 0, 276269)",1.18093
"(12, 0, 276737)",1.9756
"(12, 0, 276738)",2.3882
"(12, 1, 276183)",1.40728
"(12, 1, 276184)",1.19509
"(12, 1, 275911)",1.52231
"(12, 1, 275912)",1.19211
"(12, 1, 276240)",1.22949
"(12, 1, 276241)",1.22265
"(12, 1, 276264)",1.27231
"(12, 1, 276265)",1.359
"(12, 1, 276268)",1.27499
"(12, 1, 276269)",1.23128
"(12, 1, 276737)",2.01729
"(12, 1, 276738)",2.68246
"(12, 2, 276183)",1.3937700000000002
"(12, 2, 276184)",1.19204
"(12, 2, 275911)",1.52863
"(12, 2, 275912)",1.18278
"(12, 2, 276240)",1.23198
"(12, 2, 276241)",1.21679
"(12, 2, 276264)",1.24621
"(12, 2, 276265)",1.23997
"(12, 2, 276268)",1.2994
"(12, 2, 276269)",1.25604
"(12, 2, 276737)",1.91192
"(12, 2, 276738)",2.1636900000000003
"(13, 0, 276183)",1.35439
"(13, 0, 276184)",1.18479
"(13, 0, 275911)",1.50622
"(13, 0, 275912)",1.16719
"(13, 0, 276240)",1.2193200000000002
"(13, 0, 276241)",1.20767
"(13, 0, 276264)",1.2473
"(13, 0, 276265)",1.28982
"(13, 0, 276268)",1.29079
"(13, 0, 276269)",1.20065
"(13, 0, 276737)",1.8087
"(13, 0, 276738)",2.06589
"(13, 1, 276183)",1.38525
"(13, 1, 276184)",1.1675
"(13, 1, 275911)",1.40013
"(13, 1, 275912)",1.14763
"(13, 1, 276240)",1.21991
"(13, 1, 276241)",1.18644
"(13, 1, 276264)",1.25986
"(13, 1, 276265)",1.29219
"(13, 1, 276268)",1.26379
"(13, 1, 276269)",1.17691
"(13, 1, 276737)",1.81061
"(13, 1, 276738)",1.81981
"(13, 2, 276183)",1.4436
"(13, 2, 276184)",1.14355
"(13, 2, 275911)",1.31968
"(13, 2, 275912)",1.16371
"(13, 2, 276240)",1.24899
"(13, 2, 276241)",1.18747
"(13, 2, 276264)",1.23244
"(13, 2, 276265)",1.2704
"(13, 2, 276268)",1.31377
"(13, 2, 276269)",1.19144
"(13, 2, 276737)",1.81398
"(13, 2, 276738)",1.94813
"(0, 0, 276183)",1.22277
"(0, 0, 276184)",2.67254
"(0, 0, 275911)",1.49896
"(0, 0, 275912)",3.64
"(0, 0, 276240)",1.30594
"(0, 0, 276241)",1.72088
"(0, 0, 276264)",1.14372
"(0, 0, 276265)",3.00195
"(0, 0, 276268)",1.36415
"(0, 0, 276269)",4.42849
"(0, 0, 276737)",1.37396
"(0, 0, 276738)",1.21484
"(0, 1, 276183)",1.2637
"(0, 1, 276184)",2.61594
"(0, 1, 275911)",1.52877
"(0, 1, 275912)",4.12001
"(0, 1, 276240)",1.37166
"(0, 1, 276241)",1.77119
"(0, 1, 276264)",1.13985
"(0, 1, 276265)",2.26993
"(0, 1, 276268)",1.43698
"(0, 1, 276269)",3.58871
"(0, 1, 276737)",1.27576
"(0, 1, 276738)",1.17941
"(0, 2, 276183)",1.30636
"(0, 2, 276184)",2.69916
"(0, 2, 275911)",1.39205
"(0, 2, 275912)",3.79362
"(0, 2, 276240)",1.26351
"(0, 2, 276241)",2.13443
"(0, 2, 276264)",1.12959
"(0, 2, 276265)",1.86481
"(0, 2, 276268)",1.21417
"(0, 2, 276269)",4.46265
"(0, 2, 276737)",1.3057
"(0, 2, 276738)",1.29546
"(1, 0, 276183)",1.24542
"(1, 0, 276184)",2.85298
"(1, 0, 275911)",1.3037299999999998
"(1, 0, 275912)",3.07998
"(1, 0, 276240)",1.16295
"(1, 0, 276241)",2.49997
"(1, 0, 276264)",1.11606
"(1, 0, 276265)",2.23379
"(1, 0, 276268)",1.17938
"(1, 0, 276269)",3.70566
"(1, 0, 276737)",1.34354
"(1, 0, 276738)",1.32111
"(1, 1, 276183)",1.17177
"(1, 1, 276184)",2.38078
"(1, 1, 275911)",1.16938
"(1, 1, 275912)",2.78802
"(1, 1, 276240)",1.15077
"(1, 1, 276241)",2.16213
"(1, 1, 276264)",1.16189
"(1, 1, 276265)",1.86814
"(1, 1, 276268)",1.19039
"(1, 1, 276269)",2.66618
"(1, 1, 276737)",1.71843
"(1, 1, 276738)",1.44297
"(1, 2, 276183)",1.16364
"(1, 2, 276184)",2.23121
"(1, 2, 275911)",1.32742
"(1, 2, 275912)",2.52472
"(1, 2, 276240)",1.16577
"(1, 2, 276241)",2.01582
"(1, 2, 276264)",1.17677
"(1, 2, 276265)",1.15828
"(1, 2, 276268)",1.23095
"(1, 2, 276269)",2.17406
"(1, 2, 276737)",1.6152799999999998
"(1, 2, 276738)",1.35427
"(2, 0, 276183)",1.21791
"(2, 0, 276184)",2.26821
"(2, 0, 275911)",1.26219
"(2, 0, 275912)",1.7805099999999998
"(2, 0, 276240)",1.15353
"(2, 0, 276241)",1.20255
"(2, 0, 276264)",1.17423
"(2, 0, 276265)",1.1136
"(2, 0, 276268)",1.17983
"(2, 0, 276269)",1.31906
"(2, 0, 276737)",1.52815
"(2, 0, 276738)",1.63768
"(2, 1, 276183)",1.24111
"(2, 1, 276184)",2.25279
"(2, 1, 275911)",1.21667
"(2, 1, 275912)",1.54786
"(2, 1, 276240)",1.14512
"(2, 1, 276241)",1.36575
"(2, 1, 276264)",1.09166
"(2, 1, 276265)",1.14228
"(2, 1, 276268)",1.1544
"(2, 1, 276269)",1.18244
"(2, 1, 276737)",1.5375
"(2, 1, 276738)",1.6579
"(2, 2, 276183)",1.32445
"(2, 2, 276184)",1.99939
"(2, 2, 275911)",1.20138
"(2, 2, 275912)",1.36641
"(2, 2, 276240)",1.14353
"(2, 2, 276241)",1.47095
"(2, 2, 276264)",1.13216
"(2, 2, 276265)",1.13293
"(2, 2, 276268)",1.16875
"(2, 2, 276269)",1.1132
"(2, 2, 276737)",1.6169
"(2, 2, 276738)",2.02438
"(3, 0, 276183)",1.57561
"(3, 0, 276184)",1.8752
"(3, 0, 275911)",1.15389
"(3, 0, 275912)",1.35559
"(3, 0, 276240)",1.16446
"(3, 0, 276241)",1.25181
"(3, 0, 276264)",1.16384
"(3, 0, 276265)",1.14647
"(3, 0, 276268)",1.1503
"(3, 0, 276269)",1.14809
"(3, 0, 276737)",1.81942
"(3, 0, 276738)",2.10544
"(3, 1, 276183)",2.0669
"(3, 1, 276184)",1.7712
"(3, 1, 275911)",1.15301
"(3, 1, 275912)",1.29378
"(3, 1, 276240)",1.1691
"(3, 1, 276241)",1.18147
"(3, 1, 276264)",1.16016
"(3, 1, 276265)",1.16688
"(3, 1, 276268)",1.13547
"(3, 1, 276269)",1.16178
"(3, 1, 276737)",1.91378
"(3, 1, 276738)",2.00216
"(3, 2, 276183)",2.22536
"(3, 2, 276184)",1.55666
"(3, 2, 275911)",1.16163
"(3, 2, 275912)",1.22938
"(3, 2, 276240)",1.15761
"(3, 2, 276241)",1.16735
"(3, 2, 276264)",1.14449
"(3, 2, 276265)",1.13165
"(3, 2, 276268)",1.18129
"(3, 2, 276269)",1.15749
"(3, 2, 276737)",1.79354
"(3, 2, 276738)",1.92219
"(4, 0, 276183)",1.14479
"(4, 0, 276184)",1.16967
"(4, 0, 275911)",1.13657
"(4, 0, 275912)",1.1654799999999998
"(4, 0, 276240)",1.17994
"(4, 0, 276241)",1.12045
"(4, 0, 276264)",1.16072
"(4, 0, 276265)",1.17084
"(4, 0, 276268)",1.14345
"(4, 0, 276269)",1.12373
"(4, 0, 276737)",2.01435
"(4, 0, 276738)",2.8754
"(4, 1, 276183)",1.13025
"(4, 1, 276184)",1.15887
"(4, 1, 275911)",1.17303
"(4, 1, 275912)",1.13486
"(4, 1, 276240)",1.25203
"(4, 1, 276241)",1.12601
"(4, 1, 276264)",1.18187
"(4, 1, 276265)",1.15789
"(4, 1, 276268)",1.10545
"(4, 1, 276269)",1.09268
"(4, 1, 276737)",1.98322
"(4, 1, 276738)",2.83548
"(4, 2, 276183)",1.13094
"(4, 2, 276184)",1.14945
"(4, 2, 275911)",1.18088
"(4, 2, 275912)",1.12545
"(4, 2, 276240)",1.14366
"(4, 2, 276241)",1.12312
"(4, 2, 276264)",1.16392
"(4, 2, 276265)",1.38136
"(4, 2, 276268)",1.08302
"(4, 2, 276269)",1.07038
"(4, 2, 276737)",2.0162400000000003
"(4, 2, 276738)",3.3603400000000003
"(5, 0, 276183)",1.15364
"(5, 0, 276184)",1.16125
"(5, 0, 275911)",1.22166
"(5, 0, 275912)",1.17185
"(5, 0, 276240)",1.14771
"(5, 0, 276241)",1.12861
"(5, 0, 276264)",1.17838
"(5, 0, 276265)",1.21351
"(5, 0, 276268)",1.14549
"(5, 0, 276269)",1.12701
"(5, 0, 276737)",2.0029
"(5, 0, 276738)",2.2880000000000003
"(5, 1, 276183)",1.15569
"(5, 1, 276184)",1.19158
"(5, 1, 275911)",1.21568
"(5, 1, 275912)",1.18101
"(5, 1, 276240)",1.13845
"(5, 1, 276241)",1.11606
"(5, 1, 276264)",1.19258
"(5, 1, 276265)",1.23295
"(5, 1, 276268)",1.14574
"(5, 1, 276269)",1.1168
"(5, 1, 276737)",2.10928
"(5, 1, 276738)",2.32354
"(5, 2, 276183)",1.16732
"(5, 2, 276184)",1.26948
"(5, 2, 275911)",1.21514
"(5, 2, 275912)",1.21726
"(5, 2, 276240)",1.14028
"(5, 2, 276241)",1.13839
"(5, 2, 276264)",1.18838
"(5, 2, 276265)",1.14316
"(5, 2, 276268)",1.17636
"(5, 2, 276269)",1.09083
"(5, 2, 276737)",2.11438
"(5, 2, 276738)",2.53653
"(6, 0, 276183)",1.35369
"(6, 0, 276184)",1.90781
"(6, 0, 275911)",1.54165
"(6, 0, 275912)",1.51934
"(6, 0, 276240)",1.17262
"(6, 0, 276241)",1.30495
"(6, 0, 276264)",1.25461
"(6, 0, 276265)",1.17241
"(6, 0, 276268)",1.2331
"(6, 0, 276269)",1.17514
"(6, 0, 276737)",2.15599
"(6, 0, 276738)",3.16482
"(6, 1, 276183)",1.4039
"(6, 1, 276184)",2.02371
"(6, 1, 275911)",1.5498
"(6, 1, 275912)",1.51105
"(6, 1, 276240)",1.20445
"(6, 1, 276241)",1.3611799999999998
"(6, 1, 276264)",1.32508
"(6, 1, 276265)",1.21234
"(6, 1, 276268)",1.20044
"(6, 1, 276269)",1.13995
"(6, 1, 276737)",2.26738
"(6, 1, 276738)",3.66423
"(6, 2, 276183)",1.43198
"(6, 2, 276184)",1.85813
"(6, 2, 275911)",1.57313
"(6, 2, 275912)",1.4669299999999998
"(6, 2, 276240)",1.22511
"(6, 2, 276241)",1.37874
"(6, 2, 276264)",1.30418
"(6, 2, 276265)",1.17356
"(6, 2, 276268)",1.23034
"(6, 2, 276269)",1.1319
"(6, 2, 276737)",2.47589
"(6, 2, 276738)",2.62983
"(7, 0, 276183)",1.48074
"(7, 0, 276184)",1.7527700000000002
"(7, 0, 275911)",2.09318
"(7, 0, 275912)",1.44087
"(7, 0, 276240)",1.20875
"(7, 0, 276241)",1.3701
"(7, 0, 276264)",1.2627
"(7, 0, 276265)",1.20374
"(7, 0, 276268)",1.1926
"(7, 0, 276269)",1.16329
"(7, 0, 276737)",2.5794900000000003
"(7, 0, 276738)",3.65399
"(7, 1, 276183)",1.61941
"(7, 1, 276184)",1.79357
"(7, 1, 275911)",1.9934
"(7, 1, 275912)",1.43501
"(7, 1, 276240)",1.2044
"(7, 1, 276241)",1.25883
"(7, 1, 276264)",1.2010299999999998
"(7, 1, 276265)",1.86207
"(7, 1, 276268)",1.18658
"(7, 1, 276269)",1.17068
"(7, 1, 276737)",2.66603
"(7, 1, 276738)",7.44676
"(7, 2, 276183)",1.71785
"(7, 2, 276184)",1.91555
"(7, 2, 275911)",1.89131
"(7, 2, 275912)",1.35015
"(7, 2, 276240)",1.21617
"(7, 2, 276241)",1.23631
"(7, 2, 276264)",1.1931
"(7, 2, 276265)",4.076969999999998
"(7, 2, 276268)",1.16729
"(7, 2, 276269)",1.18143
"(7, 2, 276737)",2.19476
"(7, 2, 276738)",8.98659
"(8, 0, 276183)",1.98352
"(8, 0, 276184)",1.91609
"(8, 0, 275911)",1.7607
"(8, 0, 275912)",1.35568
"(8, 0, 276240)",1.69937
"(8, 0, 276241)",1.42074
"(8, 0, 276264)",1.15595
"(8, 0, 276265)",3.98433
"(8, 0, 276268)",1.2421799999999998
"(8, 0, 276269)",1.16431
"(8, 0, 276737)",2.43061
"(8, 0, 276738)",7.33217
"(8, 1, 276183)",2.22576
"(8, 1, 276184)",2.14948
"(8, 1, 275911)",1.75499
"(8, 1, 275912)",1.24534
"(8, 1, 276240)",1.56749
"(8, 1, 276241)",1.67375
"(8, 1, 276264)",1.16523
"(8, 1, 276265)",3.36952
"(8, 1, 276268)",1.24729
"(8, 1, 276269)",1.14017
"(8, 1, 276737)",2.02467
"(8, 1, 276738)",5.98329
"(8, 2, 276183)",2.39954
"(8, 2, 276184)",2.09179
"(8, 2, 275911)",1.81186
"(8, 2, 275912)",1.19651
"(8, 2, 276240)",1.32162
"(8, 2, 276241)",1.54953
"(8, 2, 276264)",1.18946
"(8, 2, 276265)",1.69976
"(8, 2, 276268)",1.24024
"(8, 2, 276269)",1.15991
"(8, 2, 276737)",1.93858
"(8, 2, 276738)",4.189
"(9, 0, 276183)",2.34493
"(9, 0, 276184)",1.88211
"(9, 0, 275911)",1.84945
"(9, 0, 275912)",1.19051
"(9, 0, 276240)",1.46528
"(9, 0, 276241)",1.32417
"(9, 0, 276264)",1.17911
"(9, 0, 276265)",1.16689
"(9, 0, 276268)",1.2839200000000002
"(9, 0, 276269)",1.15304
"(9, 0, 276737)",2.0808
"(9, 0, 276738)",2.50659
"(9, 1, 276183)",2.28431
"(9, 1, 276184)",1.7825799999999998
"(9, 1, 275911)",1.80303
"(9, 1, 275912)",1.17109
"(9, 1, 276240)",1.56091
"(9, 1, 276241)",1.39202
"(9, 1, 276264)",1.16638
"(9, 1, 276265)",1.12352
"(9, 1, 276268)",1.25971
"(9, 1, 276269)",1.18244
"(9, 1, 276737)",2.08913
"(9, 1, 276738)",1.92493
"(9, 2, 276183)",2.38884
"(9, 2, 276184)",1.72078
"(9, 2, 275911)",1.78801
"(9, 2, 275912)",1.15254
"(9, 2, 276240)",1.82093
"(9, 2, 276241)",1.3171
"(9, 2, 276264)",1.1383
"(9, 2, 276265)",1.15295
"(9, 2, 276268)",1.24062
"(9, 2, 276269)",1.20638
"(9, 2, 276737)",2.11007
"(9, 2, 276738)",2.11713
"(10, 0, 276183)",2.26437
"(10, 0, 276184)",1.7926799999999998
"(10, 0, 275911)",1.70501
"(10, 0, 275912)",1.41021
"(10, 0, 276240)",2.24427
"(10, 0, 276241)",1.43818
"(10, 0, 276264)",1.18897
"(10, 0, 276265)",1.16992
"(10, 0, 276268)",1.24671
"(10, 0, 276269)",1.21374
"(10, 0, 276737)",1.41806
"(10, 0, 276738)",1.77657
"(10, 1, 276183)",2.27041
"(10, 1, 276184)",1.78715
"(10, 1, 275911)",1.68055
"(10, 1, 275912)",1.35307
"(10, 1, 276240)",2.26723
"(10, 1, 276241)",1.43955
"(10, 1, 276264)",1.17983
"(10, 1, 276265)",1.17733
"(10, 1, 276268)",1.23661
"(10, 1, 276269)",1.1966
"(10, 1, 276737)",1.4543
"(10, 1, 276738)",1.89653
"(10, 2, 276183)",2.40292
"(10, 2, 276184)",1.74639
"(10, 2, 275911)",1.68989
"(10, 2, 275912)",1.23919
"(10, 2, 276240)",2.40024
"(10, 2, 276241)",1.6787599999999998
"(10, 2, 276264)",1.16877
"(10, 2, 276265)",1.19781
"(10, 2, 276268)",1.25971
"(10, 2, 276269)",1.16002
"(10, 2, 276737)",1.86206
"(10, 2, 276738)",2.10474
"(11, 0, 276183)",2.32598
"(11, 0, 276184)",1.65671
"(11, 0, 275911)",1.6811200000000002
"(11, 0, 275912)",1.24175
"(11, 0, 276240)",2.41413
"(11, 0, 276241)",1.55376
"(11, 0, 276264)",1.19146
"(11, 0, 276265)",1.16812
"(11, 0, 276268)",1.31754
"(11, 0, 276269)",1.22644
"(11, 0, 276737)",1.60285
"(11, 0, 276738)",1.70036
"(11, 1, 276183)",2.16286
"(11, 1, 276184)",1.74076
"(11, 1, 275911)",1.63689
"(11, 1, 275912)",1.23814
"(11, 1, 276240)",2.16812
"(11, 1, 276241)",1.39398
"(11, 1, 276264)",1.16424
"(11, 1, 276265)",1.16193
"(11, 1, 276268)",1.23903
"(11, 1, 276269)",1.16706
"(11, 1, 276737)",1.63034
"(11, 1, 276738)",1.92519
"(11, 2, 276183)",1.98154
"(11, 2, 276184)",1.61739
"(11, 2, 275911)",1.67882
"(11, 2, 275912)",1.1989299999999998
"(11, 2, 276240)",1.94452
"(11, 2, 276241)",1.27857
"(11, 2, 276264)",1.1582
"(11, 2, 276265)",1.18381
"(11, 2, 276268)",1.19413
"(11, 2, 276269)",1.16587
"(11, 2, 276737)",1.7187
"(11, 2, 276738)",2.33794
"(12, 0, 276183)",2.69015
"(12, 0, 276184)",1.17552
"(12, 0, 275911)",1.779
"(12, 0, 275912)",1.15485
"(12, 0, 276240)",1.3864299999999998
"(12, 0, 276241)",1.20664
"(12, 0, 276264)",1.2084700000000002
"(12, 0, 276265)",1.26373
"(12, 0, 276268)",1.20195
"(12, 0, 276269)",1.18365
"(12, 0, 276737)",1.68039
"(12, 0, 276738)",2.04693
"(12, 1, 276183)",3.11744
"(12, 1, 276184)",1.16427
"(12, 1, 275911)",1.76798
"(12, 1, 275912)",1.1465299999999998
"(12, 1, 276240)",1.39845
"(12, 1, 276241)",1.20614
"(12, 1, 276264)",1.20089
"(12, 1, 276265)",1.27591
"(12, 1, 276268)",1.23758
"(12, 1, 276269)",1.22739
"(12, 1, 276737)",1.7497
"(12, 1, 276738)",2.42121
"(12, 2, 276183)",2.90873
"(12, 2, 276184)",1.14192
"(12, 2, 275911)",1.72586
"(12, 2, 275912)",1.14426
"(12, 2, 276240)",1.27122
"(12, 2, 276241)",1.1999
"(12, 2, 276264)",1.20224
"(12, 2, 276265)",1.3046799999999998
"(12, 2, 276268)",1.23994
"(12, 2, 276269)",1.21805
"(12, 2, 276737)",2.12712
"(12, 2, 276738)",3.0356
"(13, 0, 276183)",2.91812
"(13, 0, 276184)",1.14756
"(13, 0, 275911)",1.7563400000000002
"(13, 0, 275912)",1.15073
"(13, 0, 276240)",1.23863
"(13, 0, 276241)",1.20509
"(13, 0, 276264)",1.20044
"(13, 0, 276265)",1.38518
"(13, 0, 276268)",1.27095
"(13, 0, 276269)",1.18496
"(13, 0, 276737)",1.9361
"(13, 0, 276738)",4.1318199999999985
"(13, 1, 276183)",2.81596
"(13, 1, 276184)",1.14979
"(13, 1, 275911)",1.75193
"(13, 1, 275912)",1.15316
"(13, 1, 276240)",1.24873
"(13, 1, 276241)",1.19862
"(13, 1, 276264)",1.16534
"(13, 1, 276265)",1.64503
"(13, 1, 276268)",1.2213
"(13, 1, 276269)",1.1642
"(13, 1, 276737)",1.92321
"(13, 1, 276738)",2.94371
"(13, 2, 276183)",2.5662
"(13, 2, 276184)",1.11943
"(13, 2, 275911)",1.77636
"(13, 2, 275912)",1.1377700000000002
"(13, 2, 276240)",1.4109200000000002
"(13, 2, 276241)",1.15621
"(13, 2, 276264)",1.20587
"(13, 2, 276265)",1.37547
"(13, 2, 276268)",1.29294
"(13, 2, 276269)",1.14835
"(13, 2, 276737)",1.80154
"(13, 2, 276738)",2.30507
"(0, 0, 276183)",1.06666
"(0, 0, 276184)",1.1341
"(0, 0, 275911)",1.04513
"(0, 0, 275912)",1.16564
"(0, 0, 276240)",1.0919299999999998
"(0, 0, 276241)",1.10925
"(0, 0, 276264)",1.1126200000000002
"(0, 0, 276265)",1.0895
"(0, 0, 276268)",1.1302299999999998
"(0, 0, 276269)",1.08856
"(0, 0, 276737)",1.50354
"(0, 0, 276738)",1.51106
"(0, 1, 276183)",1.07216
"(0, 1, 276184)",1.15051
"(0, 1, 275911)",1.07415
"(0, 1, 275912)",1.18484
"(0, 1, 276240)",1.11375
"(0, 1, 276241)",1.1148
"(0, 1, 276264)",1.14163
"(0, 1, 276265)",1.0766
"(0, 1, 276268)",1.11669
"(0, 1, 276269)",1.06228
"(0, 1, 276737)",1.53349
"(0, 1, 276738)",1.48805
"(0, 2, 276183)",1.08678
"(0, 2, 276184)",1.1959799999999998
"(0, 2, 275911)",1.0722
"(0, 2, 275912)",1.23143
"(0, 2, 276240)",1.13626
"(0, 2, 276241)",1.1027
"(0, 2, 276264)",1.14913
"(0, 2, 276265)",1.0924200000000002
"(0, 2, 276268)",1.11317
"(0, 2, 276269)",1.09476
"(0, 2, 276737)",1.56637
"(0, 2, 276738)",1.52425
"(1, 0, 276183)",1.09478
"(1, 0, 276184)",1.22579
"(1, 0, 275911)",1.07211
"(1, 0, 275912)",1.21976
"(1, 0, 276240)",1.12488
"(1, 0, 276241)",1.12215
"(1, 0, 276264)",1.14512
"(1, 0, 276265)",1.0799
"(1, 0, 276268)",1.13718
"(1, 0, 276269)",1.06515
"(1, 0, 276737)",1.50056
"(1, 0, 276738)",1.50538
"(1, 1, 276183)",1.20144
"(1, 1, 276184)",1.27624
"(1, 1, 275911)",1.10569
"(1, 1, 275912)",1.23829
"(1, 1, 276240)",1.16682
"(1, 1, 276241)",1.1540700000000002
"(1, 1, 276264)",1.14531
"(1, 1, 276265)",1.08766
"(1, 1, 276268)",1.11646
"(1, 1, 276269)",1.08951
"(1, 1, 276737)",1.69796
"(1, 1, 276738)",1.46507
"(1, 2, 276183)",1.39342
"(1, 2, 276184)",1.31791
"(1, 2, 275911)",1.14822
"(1, 2, 275912)",1.32006
"(1, 2, 276240)",1.16718
"(1, 2, 276241)",1.18374
"(1, 2, 276264)",1.15572
"(1, 2, 276265)",1.12711
"(1, 2, 276268)",1.1897
"(1, 2, 276269)",1.15676
"(1, 2, 276737)",1.5809
"(1, 2, 276738)",1.60742
"(2, 0, 276183)",1.56084
"(2, 0, 276184)",1.8101
"(2, 0, 275911)",1.39231
"(2, 0, 275912)",1.33458
"(2, 0, 276240)",1.18844
"(2, 0, 276241)",1.16656
"(2, 0, 276264)",1.19377
"(2, 0, 276265)",1.15454
"(2, 0, 276268)",1.1893
"(2, 0, 276269)",1.14791
"(2, 0, 276737)",1.59783
"(2, 0, 276738)",1.86845
"(2, 1, 276183)",1.41683
"(2, 1, 276184)",1.85166
"(2, 1, 275911)",1.32699
"(2, 1, 275912)",1.25907
"(2, 1, 276240)",1.1610200000000002
"(2, 1, 276241)",1.1712
"(2, 1, 276264)",1.21341
"(2, 1, 276265)",1.1453799999999998
"(2, 1, 276268)",1.19421
"(2, 1, 276269)",1.1532
"(2, 1, 276737)",1.7558200000000002
"(2, 1, 276738)",1.77822
"(2, 2, 276183)",1.35637
"(2, 2, 276184)",1.90791
"(2, 2, 275911)",1.32091
"(2, 2, 275912)",1.30343
"(2, 2, 276240)",1.19593
"(2, 2, 276241)",1.18814
"(2, 2, 276264)",1.21222
"(2, 2, 276265)",1.13237
"(2, 2, 276268)",1.24912
"(2, 2, 276269)",1.24691
"(2, 2, 276737)",1.80761
"(2, 2, 276738)",2.02755
"(3, 0, 276183)",1.4022
"(3, 0, 276184)",2.08358
"(3, 0, 275911)",1.37944
"(3, 0, 275912)",1.40193
"(3, 0, 276240)",1.2479
"(3, 0, 276241)",1.17592
"(3, 0, 276264)",1.19774
"(3, 0, 276265)",1.15005
"(3, 0, 276268)",1.28618
"(3, 0, 276269)",1.35188
"(3, 0, 276737)",1.89715
"(3, 0, 276738)",2.45859
"(3, 1, 276183)",1.55909
"(3, 1, 276184)",1.96879
"(3, 1, 275911)",1.42154
"(3, 1, 275912)",1.36074
"(3, 1, 276240)",1.22735
"(3, 1, 276241)",1.20624
"(3, 1, 276264)",1.27772
"(3, 1, 276265)",1.16723
"(3, 1, 276268)",1.26256
"(3, 1, 276269)",1.34454
"(3, 1, 276737)",2.2152700000000003
"(3, 1, 276738)",2.60054
"(3, 2, 276183)",1.77215
"(3, 2, 276184)",1.84239
"(3, 2, 275911)",1.51307
"(3, 2, 275912)",1.3155
"(3, 2, 276240)",1.41534
"(3, 2, 276241)",1.19711
"(3, 2, 276264)",1.24384
"(3, 2, 276265)",1.19865
"(3, 2, 276268)",1.2641
"(3, 2, 276269)",1.21412
"(3, 2, 276737)",2.3424400000000003
"(3, 2, 276738)",2.73576
"(4, 0, 276183)",1.12036
"(4, 0, 276184)",1.44052
"(4, 0, 275911)",1.19394
"(4, 0, 275912)",1.19854
"(4, 0, 276240)",1.19253
"(4, 0, 276241)",1.15166
"(4, 0, 276264)",1.21195
"(4, 0, 276265)",1.17324
"(4, 0, 276268)",1.17163
"(4, 0, 276269)",1.14669
"(4, 0, 276737)",1.98008
"(4, 0, 276738)",2.87153
"(4, 1, 276183)",1.11402
"(4, 1, 276184)",1.43465
"(4, 1, 275911)",1.23088
"(4, 1, 275912)",1.22893
"(4, 1, 276240)",1.15328
"(4, 1, 276241)",1.1305
"(4, 1, 276264)",1.25558
"(4, 1, 276265)",1.17589
"(4, 1, 276268)",1.16832
"(4, 1, 276269)",1.15126
"(4, 1, 276737)",1.93433
"(4, 1, 276738)",3.42858
"(4, 2, 276183)",1.1092
"(4, 2, 276184)",1.39102
"(4, 2, 275911)",1.44379
"(4, 2, 275912)",1.2931
"(4, 2, 276240)",1.16075
"(4, 2, 276241)",1.1413799999999998
"(4, 2, 276264)",1.23099
"(4, 2, 276265)",1.1581
"(4, 2, 276268)",1.15574
"(4, 2, 276269)",1.1377700000000002
"(4, 2, 276737)",1.89966
"(4, 2, 276738)",3.11876
"(5, 0, 276183)",1.14688
"(5, 0, 276184)",1.3242
"(5, 0, 275911)",1.34287
"(5, 0, 275912)",1.20567
"(5, 0, 276240)",1.17343
"(5, 0, 276241)",1.12145
"(5, 0, 276264)",1.21596
"(5, 0, 276265)",1.18853
"(5, 0, 276268)",1.15585
"(5, 0, 276269)",1.09421
"(5, 0, 276737)",1.88345
"(5, 0, 276738)",2.6929
"(5, 1, 276183)",1.16656
"(5, 1, 276184)",1.31779
"(5, 1, 275911)",1.14118
"(5, 1, 275912)",1.17927
"(5, 1, 276240)",1.1485
"(5, 1, 276241)",1.12729
"(5, 1, 276264)",1.31387
"(5, 1, 276265)",1.14856
"(5, 1, 276268)",1.16755
"(5, 1, 276269)",1.12111
"(5, 1, 276737)",2.20521
"(5, 1, 276738)",2.38632
"(5, 2, 276183)",1.14746
"(5, 2, 276184)",1.6759700000000002
"(5, 2, 275911)",1.1161299999999998
"(5, 2, 275912)",1.17684
"(5, 2, 276240)",1.18165
"(5, 2, 276241)",1.13691
"(5, 2, 276264)",1.3087799999999998
"(5, 2, 276265)",1.1475
